mode,load,0_inception_v3-8,1_resnet101-8,2_vgg13-16
mps-uncap,0.8,4.800081253051758,6.331682205200195,7.761955261230469
mps-uncap,0.9,4.842996597290039,6.331682205200195,7.7877044677734375
mps-uncap,1.0,4.929065704345703,6.409645080566406,7.755041122436523
mps-uncap,0.5,4.886150360107422,6.275177001953125,7.743597030639648
mps-uncap,0.6,4.868030548095703,6.249189376831055,7.755517959594727
mps-uncap,0.7,4.815578460693359,6.2541961669921875,7.745265960693359
mps-uncap,0.1,4.990816116333008,6.27899169921875,7.726907730102539
mps-uncap,0.2,4.928112030029297,6.295919418334961,7.718086242675781
mps-uncap,0.3,4.916906356811523,6.290197372436523,7.727861404418945
mps-uncap,0.4,4.909515380859375,6.2847137451171875,7.748126983642578
