mode,load,0_inception_v3-8,1_resnet101-8,2_vgg13-16
mps-uncap,0.8,71.10929489135742,80.95479011535645,43.44296455383301
mps-uncap,0.9,108.42657089233398,113.01207542419432,69.64981555938722
mps-uncap,1.0,3175.441837310791,1026.7930030822754,1409.0177059173584
mps-uncap,0.5,27.054738998413086,29.66279983520508,16.91503524780274
mps-uncap,0.6,32.713651657104506,37.53688335418701,22.681260108947757
mps-uncap,0.7,41.802501678466804,41.016840934753425,27.79664993286133
mps-uncap,0.1,14.290022850036621,14.95611667633057,8.400654792785645
mps-uncap,0.2,17.022180557250977,17.46499538421631,11.677980422973635
mps-uncap,0.3,18.96021366119385,21.70681953430176,13.429284095764164
mps-uncap,0.4,22.788524627685547,24.85160827636719,15.517759323120119
