mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-32,2_vgg11-32
mps-uncap,0.8,75.67706108093263,30.27597665786741,18.088078498840336
mps-uncap,0.9,84.62765216827394,28.388533592224118,17.252731323242188
mps-uncap,1.0,79.25397872924803,30.817518234252933,17.23744392395019
mps-uncap,0.5,67.56935596466064,26.347808837890625,17.555217742919922
mps-uncap,0.6,69.46724414825441,27.922582626342788,17.279915809631348
mps-uncap,0.7,71.98554277420044,29.93011474609375,17.843153476715074
mps-uncap,0.1,44.06518936157224,19.311668872833252,19.185380935668945
mps-uncap,0.2,55.5364990234375,18.12059879302976,17.45709419250488
mps-uncap,0.3,57.04665184020994,21.56072616577142,17.27771282196045
mps-uncap,0.4,64.62128639221191,21.96395874023436,17.173218727111813
