mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-32,2_vgg11-32
mps-uncap,0.8,0.011920928955078125,0.010728836059570312,0.010728836059570312
mps-uncap,0.9,0.012636184692382812,0.011682510375976562,0.011444091796875
mps-uncap,1.0,0.01239776611328125,0.011682510375976562,0.01239776611328125
mps-uncap,0.5,0.012874603271484375,0.011920928955078125,0.009298324584960938
mps-uncap,0.6,0.011682510375976562,0.011205673217773438,0.010967254638671875
mps-uncap,0.7,0.012636184692382812,0.011682510375976562,0.009298324584960938
mps-uncap,0.1,0.02193450927734375,0.0152587890625,0.019788742065429688
mps-uncap,0.2,0.020265579223632812,0.012636184692382812,0.01049041748046875
mps-uncap,0.3,0.015735626220703125,0.01239776611328125,0.010967254638671875
mps-uncap,0.4,0.012636184692382812,0.01239776611328125,0.010728836059570312
