mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-32,2_vgg11-32
mps-uncap,0.8,15.903949737548828,4.201650619506836,10.798454284667969
mps-uncap,0.9,17.245769500732422,4.241704940795898,11.163473129272461
mps-uncap,1.0,33.43701362609863,5.571126937866211,11.59214973449707
mps-uncap,0.5,15.98501205444336,4.154682159423828,10.659456253051758
mps-uncap,0.6,15.894889831542969,4.113674163818359,10.59865951538086
mps-uncap,0.7,15.999555587768555,4.169464111328125,10.726451873779297
mps-uncap,0.1,16.411781311035156,5.306005477905273,10.584592819213867
mps-uncap,0.2,16.192913055419922,4.145145416259766,10.776519775390625
mps-uncap,0.3,15.873193740844727,4.191398620605469,10.588407516479492
mps-uncap,0.4,15.916824340820312,4.288196563720703,10.61105728149414
