mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-32,2_vgg11-32
mps-uncap,0.8,419.63744163513184,173.73061180114746,331.7446708679199
mps-uncap,0.9,1071.7737674713135,291.60046577453613,843.0721759796143
mps-uncap,1.0,582.0589065551758,976.8438339233398,7160.232305526733
mps-uncap,0.5,119.56644058227539,53.50160598754883,113.94524574279785
mps-uncap,0.6,188.8430118560791,79.13470268249512,126.20377540588379
mps-uncap,0.7,230.7875156402588,130.98406791687012,167.86742210388184
mps-uncap,0.1,58.55393409729004,23.25439453125,34.56282615661621
mps-uncap,0.2,83.39118957519531,33.591270446777344,36.01694107055664
mps-uncap,0.3,64.45741653442383,42.87123680114746,54.945945739746094
mps-uncap,0.4,114.42971229553223,41.718244552612305,73.49371910095215
