mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-32,2_vgg11-32
mps-uncap,0.8,194.749116897583,67.42382049560547,123.36015701293945
mps-uncap,0.9,715.0692939758301,112.42492198944096,593.3248996734619
mps-uncap,1.0,363.35287094116217,482.5077533721925,6059.2060565948495
mps-uncap,0.5,60.66431999206544,20.578241348266616,30.987882614135742
mps-uncap,0.6,87.1367931365967,26.00646018981934,38.7690544128418
mps-uncap,0.7,104.17282581329346,38.0244255065918,59.2881441116333
mps-uncap,0.1,38.60950469970703,14.252543449401855,18.46747398376465
mps-uncap,0.2,39.00461196899414,16.539072990417484,20.417213439941406
mps-uncap,0.3,38.27383518218994,17.138671875,23.823261260986325
mps-uncap,0.4,52.73599624633789,17.703723907470703,26.656341552734375
