mode,load,0_efficientnet_b5-16,1_mobilenet_v3_small-32,2_vgg11-32
mps-uncap,0.8,70.9376335144043,22.66526222229004,43.42222213745117
mps-uncap,0.9,230.7037115097046,41.92328453063965,291.72492027282715
mps-uncap,1.0,149.125337600708,197.91030883789062,3790.3417348861694
mps-uncap,0.5,27.469396591186523,10.376691818237305,14.364957809448242
mps-uncap,0.6,35.60781478881836,11.95836067199707,16.754865646362305
mps-uncap,0.7,50.9490966796875,15.07878303527832,23.178815841674805
mps-uncap,0.1,35.71891784667969,10.17618179321289,13.546943664550781
mps-uncap,0.2,27.91619300842285,9.936690330505371,13.208866119384766
mps-uncap,0.3,27.022480964660645,9.958028793334961,13.468742370605469
mps-uncap,0.4,27.31943130493164,9.552478790283203,13.744115829467773
