mode,load,0_densenet121-16,1_efficientnet_b7-16,2_mobilenet_v2-4
mps-uncap,0.8,555.6913266213611,295.7567967050771,531.2042128866439
mps-uncap,0.9,599.1677682057899,360.74549269762457,606.8471886998229
mps-uncap,1.0,663.9654357345837,350.032097879203,596.6927930701817
mps-uncap,0.5,334.7449719134141,190.19372739724034,327.31746047820906
mps-uncap,0.6,432.3855761876375,236.94732006685686,395.0398818403124
mps-uncap,0.7,458.2182489338406,277.4104968585852,468.12104642632096
mps-uncap,0.1,63.36720791260321,38.90820004879903,64.34101456201653
mps-uncap,0.2,142.25910787899005,74.15366461471632,132.84793426511845
mps-uncap,0.3,194.96029060593278,125.019891660673,197.90639427638058
mps-uncap,0.4,279.47395607564044,169.65180286198682,263.66017376487633
