mode,load,0_densenet121-16,1_efficientnet_b7-16,2_mobilenet_v2-4
mps-uncap,0.8,88.0186319351196,139.9740219116211,19.021463394165043
mps-uncap,0.9,1668.5323238372803,844.232368469239,59.89696979522706
mps-uncap,1.0,2053.591465950012,5020.258808135986,5085.73784828186
mps-uncap,0.5,21.957755088806152,46.030807495117195,7.6653003692627
mps-uncap,0.6,35.58063507080079,80.20806312561035,10.209465026855467
mps-uncap,0.7,45.53170204162597,128.5930871963501,18.37549209594727
mps-uncap,0.1,0.05121231079101563,0.06752014160156253,3.590869903564457
mps-uncap,0.2,8.643627166748047,2.824234962463379,6.324553489685061
mps-uncap,0.3,9.897565841674805,21.555519104003903,6.343245506286621
mps-uncap,0.4,13.38894367218018,33.798456192016616,6.872415542602537
