mode,load,0_densenet121-16,1_efficientnet_b7-16,2_mobilenet_v2-4
mps-uncap,0.8,30.8439087867737,46.789534091949456,10.332984924316408
mps-uncap,0.9,30.138616561889652,46.34631156921386,10.755770206451416
mps-uncap,1.0,27.965614795684818,46.833229064941406,12.36762523651123
mps-uncap,0.5,31.855440139770515,43.177547454833984,11.965210437774658
mps-uncap,0.6,28.641834259033192,47.173910140991204,11.728534698486342
mps-uncap,0.7,28.372526168823242,47.41325378417969,11.594357490539553
mps-uncap,0.1,28.72841835021973,51.43266201019285,10.331130027770998
mps-uncap,0.2,29.47793006896973,44.60946083068847,9.85100269317627
mps-uncap,0.3,29.004268646240234,41.110408306121826,11.0231328010559
mps-uncap,0.4,27.951955795288047,44.784789085388184,10.732026100158688
