mode,load,0_densenet121-16,1_efficientnet_b7-16,2_mobilenet_v2-4
mps-uncap,0.8,23.062825202941895,41.60356521606445,4.715442657470703
mps-uncap,0.9,27.17733383178711,43.752193450927734,5.152463912963867
mps-uncap,1.0,24.11198616027832,45.4716682434082,6.068944931030273
mps-uncap,0.5,14.212369918823242,34.54995155334473,4.887938499450684
mps-uncap,0.6,18.219947814941406,38.042545318603516,4.799127578735352
mps-uncap,0.7,20.615816116333008,39.134860038757324,4.864811897277832
mps-uncap,0.1,22.61042594909668,31.20410442352295,9.181380271911621
mps-uncap,0.2,20.0345516204834,29.97410297393799,8.17883014678955
mps-uncap,0.3,15.247821807861328,30.54368495941162,7.010221481323242
mps-uncap,0.4,14.409542083740234,32.82904624938965,5.2700042724609375
