mode,load,0_densenet121-16,1_efficientnet_b7-16,2_mobilenet_v2-4
mps-uncap,0.8,28.638172149658203,44.670844078063965,7.8424930572509775
mps-uncap,0.9,29.189348220825195,45.40796279907227,8.142709732055664
mps-uncap,1.0,27.22632884979248,46.10576629638672,9.6707820892334
mps-uncap,0.5,27.852535247802734,40.21615982055664,7.758212089538575
mps-uncap,0.6,26.041460037231445,44.338226318359375,8.249568939208984
mps-uncap,0.7,26.354265213012695,45.13263702392578,8.556151390075685
mps-uncap,0.1,27.693653106689453,45.95534801483154,9.686827659606934
mps-uncap,0.2,25.550365447998047,38.41869831085205,9.43436622619629
mps-uncap,0.3,25.342941284179695,37.63234615325928,9.045195579528807
mps-uncap,0.4,24.864864349365238,40.24968147277832,8.010292053222656
