mode,load,0_densenet121-16,1_efficientnet_b7-16,2_mobilenet_v2-4
mps-uncap,0.8,333.5871696472168,365.9672737121582,53.46345901489258
mps-uncap,0.9,2354.0563583374023,1299.9534606933594,146.95215225219727
mps-uncap,1.0,2731.1038970947266,6482.167482376099,5630.339622497559
mps-uncap,0.5,99.11346435546875,130.88750839233398,30.18808364868164
mps-uncap,0.6,117.72727966308594,242.30456352233887,34.22665596008301
mps-uncap,0.7,201.86400413513184,297.2390651702881,85.79540252685547
mps-uncap,0.1,22.46689796447754,35.393476486206055,15.125513076782227
mps-uncap,0.2,39.63899612426758,41.76831245422363,22.68242835998535
mps-uncap,0.3,52.027225494384766,72.4325180053711,26.11827850341797
mps-uncap,0.4,50.655364990234375,151.4892578125,28.14960479736328
