mode,load,0_densenet121-16,1_efficientnet_b7-16,2_mobilenet_v2-4
mps-uncap,0.8,0.010013580322265625,0.011682510375976562,0.009775161743164062
mps-uncap,0.9,0.011682510375976562,0.013589859008789062,0.009775161743164062
mps-uncap,1.0,0.012159347534179688,0.014781951904296875,0.011682510375976562
mps-uncap,0.5,0.011920928955078125,0.01239776611328125,0.0095367431640625
mps-uncap,0.6,0.010013580322265625,0.01239776611328125,0.0095367431640625
mps-uncap,0.7,0.011682510375976562,0.01239776611328125,0.009775161743164062
mps-uncap,0.1,0.015497207641601562,0.013589859008789062,0.014066696166992188
mps-uncap,0.2,0.01239776611328125,0.012636184692382812,0.011682510375976562
mps-uncap,0.3,0.01239776611328125,0.011920928955078125,0.010967254638671875
mps-uncap,0.4,0.011682510375976562,0.01239776611328125,0.011205673217773438
