mode,load,0_efficientnet_b7-32,1_mobilenet_v3_large-4,2_vgg11-8
mps-uncap,0.8,90.51477909088135,23.644752502441403,9.420037269592285
mps-uncap,0.9,88.30757141113281,24.79513883590698,10.294475555419922
mps-uncap,1.0,92.57810354232787,24.588060379028317,9.595403671264643
mps-uncap,0.5,84.28750038146971,20.356369018554698,9.306457042694092
mps-uncap,0.6,83.93371105194092,22.349424362182603,9.758658409118652
mps-uncap,0.7,87.6643133163452,21.582772731781,9.560375213623045
mps-uncap,0.1,58.2239556312561,13.711922168731663,8.295469284057617
mps-uncap,0.2,63.57590675354004,16.810259819030755,8.890590667724611
mps-uncap,0.3,65.11342763900755,17.725689411163284,8.817136287689213
mps-uncap,0.4,72.20423698425293,20.832910537719698,9.523644447326662
