mode,load,0_efficientnet_b7-32,1_mobilenet_v3_large-4,2_vgg11-8
mps-uncap,0.8,91.24755859375,25.05803108215332,10.298013687133789
mps-uncap,0.9,88.90247344970703,26.366710662841797,11.034488677978516
mps-uncap,1.0,93.19353103637695,25.69413185119629,10.25080680847168
mps-uncap,0.5,87.29386329650879,23.523569107055664,10.110139846801758
mps-uncap,0.6,85.43252944946289,24.85942840576172,10.805845260620117
mps-uncap,0.7,89.28537368774414,23.570537567138672,10.519742965698242
mps-uncap,0.1,58.376312255859375,18.712282180786133,10.148286819458008
mps-uncap,0.2,65.49358367919922,20.63918113708496,10.045289993286133
mps-uncap,0.3,68.44830513000488,23.5598087310791,10.46299934387207
mps-uncap,0.4,73.90284538269043,24.04189109802246,10.417461395263672
