mode,load,0_efficientnet_b7-32,1_mobilenet_v3_large-4,2_vgg11-8
mps-uncap,0.8,258.32332980364237,218.70506426689533,979.6629571230636
mps-uncap,0.9,311.72231672001817,250.28395916705253,1121.0020021330045
mps-uncap,1.0,344.5865311784377,275.5360631746506,1200.2747296402615
mps-uncap,0.5,173.62874421816989,135.97768277973572,611.6313920622492
mps-uncap,0.6,208.19784652019885,168.64548624017172,742.137696524989
mps-uncap,0.7,236.27395371283737,187.5116169329093,843.609305882136
mps-uncap,0.1,31.585208303124404,28.23431695989997,124.45250725883251
mps-uncap,0.2,72.2789015488906,56.03068063021073,242.27969764898967
mps-uncap,0.3,104.39107894046012,84.21323570394605,346.73486836932955
mps-uncap,0.4,149.0702929752873,107.39613208508763,486.1831483113517
