mode,load,0_mobilenet_v2-32,1_resnet34-2,2_vgg19-32
mps-uncap,0.8,24.73139762878418,19.7068452835083,46.0507869720459
mps-uncap,0.9,41.23830795288086,27.226924896240234,78.68838310241699
mps-uncap,1.0,466.6173458099365,174.64196681976318,916.9089794158936
mps-uncap,0.5,10.367155075073242,5.943059921264648,23.761987686157227
mps-uncap,0.6,14.694452285766602,8.630514144897461,25.996923446655273
mps-uncap,0.7,19.740700721740723,12.664198875427246,30.577421188354492
mps-uncap,0.1,6.149411201477051,4.922389984130859,20.272016525268555
mps-uncap,0.2,6.178379058837891,5.116462707519531,20.36309242248535
mps-uncap,0.3,6.340980529785156,5.137920379638672,20.74146270751953
mps-uncap,0.4,6.313562393188477,5.107641220092773,22.26555347442627
