mode,load,0_mobilenet_v2-32,1_resnet34-2,2_vgg19-32
mps-uncap,0.8,5.546092987060547,1.8808841705322266,20.2178955078125
mps-uncap,0.9,5.553245544433594,1.8463134765625,20.281076431274414
mps-uncap,1.0,5.553007125854492,1.905679702758789,20.49851417541504
mps-uncap,0.5,5.516290664672852,1.9383430480957031,20.194292068481445
mps-uncap,0.6,5.530595779418945,1.8458366394042969,20.169734954833984
mps-uncap,0.7,5.501985549926758,1.8978118896484375,20.209312438964844
mps-uncap,0.1,5.518674850463867,2.165555953979492,20.12801170349121
mps-uncap,0.2,5.509376525878906,1.9426345825195312,20.120620727539062
mps-uncap,0.3,5.528688430786133,1.913309097290039,20.128726959228516
mps-uncap,0.4,5.504131317138672,1.9373893737792969,20.169734954833984
