mode,load,0_vgg19-4,1_squeezenet1_0-16,2_squeezenet1_1-2
mps-uncap,1.0,6.712436676025391,6.665349006652832,3.5562515258789062
mig,1.0,8.07332992553711,10.408639907836914,1.6820430755615234
