mode,load,0_vgg19-4,1_squeezenet1_0-16,2_squeezenet1_1-2
mps-uncap,1.0,5.579710006713867,5.097150802612305,1.6770362854003906
mig,1.0,7.9059600830078125,10.177850723266602,1.6467571258544922
