mode,load,0_vgg19-4,1_squeezenet1_0-16,2_squeezenet1_1-2
mps-uncap,1.0,17.52305030822754,18.281936645507812,10.602474212646484
mig,1.0,21.09670639038086,25.907516479492188,9.978294372558594
