mode,load,0_vgg19-4,1_squeezenet1_0-16,2_squeezenet1_1-2
mps-uncap,1.0,7.674932479858398,7.1013450622558585,5.479538440704346
mig,1.0,8.723526000976562,11.918022632598877,1.9115877151489256
