mode,load,0_vgg19-4,1_squeezenet1_0-16,2_squeezenet1_1-2
mps-uncap,1.0,7.674694061279297,7.101082801818848,5.479300022125244
mig,1.0,8.723292350769043,11.917784214019775,1.911349296569824
