mode,load,0_vgg19-4,1_squeezenet1_0-16,2_squeezenet1_1-2
mps-uncap,1.0,6.712675094604492,6.665468215942383,3.556489944458008
mig,1.0,8.073568344116211,10.408639907836914,1.6820430755615234
