mode,load,0_vgg19-4,1_squeezenet1_0-16,2_squeezenet1_1-2
mps-uncap,1.0,7.058835029602051,6.862163543701172,4.768252372741699
mig,1.0,8.278608322143555,10.824227333068848,1.8241405487060547
