mode,load,0_vgg19-4,1_squeezenet1_0-16,2_squeezenet1_1-2
mps-uncap,1.0,7.058858871459961,6.862401962280273,4.76837158203125
mig,1.0,8.278608322143555,10.82446575164795,1.8243789672851562
