mode,load,0_densenet161-8,1_densenet161-8,2_densenet161-8,3_densenet161-8
mig,0.1,27.105767772666752,25.82740683152323,28.205022600527702,14.557013360906272
mig,0.2,57.695302113171344,52.17318025250481,57.54210996551921,28.978845475832102
mig,0.3,82.43033139476609,82.40908746536472,90.95699953049186,48.55008306374021
mig,0.4,110.45429263730585,106.87322687713142,114.77977521737782,64.08301554804669
mig,0.5,138.02630564409085,131.41356259245836,139.91180325162838,75.51812035023266
mig,0.6,164.03705701835636,168.00105427149336,169.9500408892056,85.03371850632611
mig,0.7,201.8377692119399,197.24755279583326,203.0044497331993,101.36766964723431
mig,0.8,218.5190482067701,228.61831766280005,225.59618005442607,120.99214903031638
mig,0.9,252.22649011562223,254.3998265834875,254.28286318114448,136.7256810079137
mig,1.0,282.14312219331816,278.2218536827634,281.89043979337583,153.05945678473736
