mode,load,0_alexnet-4,1_squeezenet1_0-8,2_vgg13-2
mps-uncap,0.8,4.330682754516602,14.834547042846694,9.946179389953612
mps-uncap,0.9,40.33517837524414,133.9496374130249,22.817611694335938
mps-uncap,1.0,4864.362716674805,7707.89098739624,140.6946659088135
mps-uncap,0.5,1.7796516418457027,5.148911476135253,2.829074859619141
mps-uncap,0.6,1.9361257553100588,5.791234970092772,3.8001298904418945
mps-uncap,0.7,2.797555923461916,8.76617431640625,5.895233154296877
mps-uncap,0.1,0.05085468292236332,0.41694641113281256,0.050187110900878906
mps-uncap,0.2,0.753474235534668,2.804923057556152,0.90646743774414
mps-uncap,0.3,1.1074542999267578,3.706574440002443,1.9096851348876953
mps-uncap,0.4,1.4227390289306645,4.73883152008057,2.4385452270507812
