mode,load,0_alexnet-4,1_squeezenet1_0-8,2_vgg13-2
mps-uncap,0.8,10.37401199340819,31.35855197906498,21.895120143890317
mps-uncap,0.9,68.30241680145265,242.1807765960693,43.804788589477546
mps-uncap,1.0,5295.015621185304,8286.665120124817,197.45687246322618
mps-uncap,0.5,4.26835060119629,10.779294967651364,7.241306304931635
mps-uncap,0.6,4.998967647552481,12.71148681640625,8.744313716888428
mps-uncap,0.7,7.46530532836914,21.791791915893562,13.832583427429203
mps-uncap,0.1,1.4563012123107901,4.178462028503414,2.5222063064575195
mps-uncap,0.2,1.9962525367736832,6.6829466819763175,2.776591777801514
mps-uncap,0.3,2.677640914916995,9.03918027877806,4.471540451049808
mps-uncap,0.4,3.344321250915527,11.330957412719723,5.857000350952148
