mode,load,0_alexnet-4,1_squeezenet1_0-8,2_vgg13-2
mps-uncap,0.8,21.90423011779785,57.71470069885254,42.84358024597168
mps-uncap,0.9,103.35540771484375,268.49913597106934,69.45395469665527
mps-uncap,1.0,5371.323347091675,8354.128360748291,267.67945289611816
mps-uncap,0.5,13.08131217956543,21.883010864257812,19.624710083007812
mps-uncap,0.6,11.485576629638672,32.35507011413574,19.012928009033203
mps-uncap,0.7,23.137331008911133,58.49170684814453,27.465105056762695
mps-uncap,0.1,5.324363708496094,13.071537017822266,8.114337921142578
mps-uncap,0.2,11.406898498535156,17.828702926635742,10.587692260742188
mps-uncap,0.3,11.965751647949219,23.136377334594727,13.203620910644531
mps-uncap,0.4,9.957075119018555,23.91672134399414,16.690492630004883
