mode,load,0_alexnet-4,1_squeezenet1_0-8,2_vgg13-2
mps-uncap,0.8,0.7655620574951172,3.1615495681762695,1.9881725311279297
mps-uncap,0.9,9.665489196777344,49.74663257598877,6.420612335205078
mps-uncap,1.0,2735.6956005096436,4149.8236656188965,75.05524158477783
mps-uncap,0.5,0.026941299438476562,0.02956390380859375,0.027894973754882812
mps-uncap,0.6,0.0247955322265625,0.09107589721679688,0.026226043701171875
mps-uncap,0.7,0.22864341735839844,1.3506412506103516,0.8203983306884766
mps-uncap,0.1,0.04100799560546875,0.033855438232421875,0.0400543212890625
mps-uncap,0.2,0.026941299438476562,0.028371810913085938,0.02765655517578125
mps-uncap,0.3,0.026941299438476562,0.027894973754882812,0.028371810913085938
mps-uncap,0.4,0.027418136596679688,0.028133392333984375,0.027179718017578125
