mode,load,0_alexnet-4,1_squeezenet1_0-8,2_vgg13-2
mps-uncap,0.8,5.888319015502931,18.659591674804698,12.978982925415036
mps-uncap,0.9,42.16122627258301,138.10110092163086,25.97975730895996
mps-uncap,1.0,4866.218328475952,7712.562322616577,143.86241436004642
mps-uncap,0.5,3.30657958984375,8.774161338806152,5.609989166259766
mps-uncap,0.6,3.423070907592774,9.266996383666992,6.565952301025391
mps-uncap,0.7,4.317092895507816,12.322545051574707,8.760261535644538
mps-uncap,0.1,1.988077163696289,5.38477897644043,3.6243200302124023
mps-uncap,0.2,2.288222312927246,6.838393211364745,3.7917613983154297
mps-uncap,0.3,2.6230812072753906,7.810115814208985,4.590797424316406
mps-uncap,0.4,2.9981613159179688,8.791470527648928,5.207157135009766
