mode,load,0_alexnet-4,1_squeezenet1_0-8,2_vgg13-2
mps-uncap,0.8,0.009059906005859375,0.009298324584960938,0.008821487426757812
mps-uncap,0.9,0.008821487426757812,0.0095367431640625,0.009298324584960938
mps-uncap,1.0,0.011205673217773438,0.013113021850585938,0.009059906005859375
mps-uncap,0.5,0.008821487426757812,0.009775161743164062,0.010728836059570312
mps-uncap,0.6,0.008821487426757812,0.009298324584960938,0.0095367431640625
mps-uncap,0.7,0.009059906005859375,0.009298324584960938,0.008821487426757812
mps-uncap,0.1,0.012874603271484375,0.014543533325195312,0.012874603271484375
mps-uncap,0.2,0.011444091796875,0.011920928955078125,0.01239776611328125
mps-uncap,0.3,0.011205673217773438,0.011920928955078125,0.012159347534179688
mps-uncap,0.4,0.011444091796875,0.010967254638671875,0.0095367431640625
