mode,load,0_alexnet-4,1_squeezenet1_0-8,2_vgg13-2
mps-uncap,0.8,7.988691329956055,10.993003845214844,11.065959930419922
mps-uncap,0.9,8.464336395263672,12.024879455566406,11.228799819946289
mps-uncap,1.0,11.737346649169922,15.73801040649414,14.393329620361328
mps-uncap,0.5,8.409738540649414,14.38450813293457,16.638994216918945
mps-uncap,0.6,9.869813919067383,10.861873626708984,10.333776473999023
mps-uncap,0.7,8.189916610717773,14.057397842407227,12.047767639160156
mps-uncap,0.1,4.378080368041992,6.433963775634766,6.057977676391602
mps-uncap,0.2,11.379718780517578,6.585597991943359,6.017446517944336
mps-uncap,0.3,10.982275009155273,8.357048034667969,13.17286491394043
mps-uncap,0.4,7.002592086791992,7.17473030090332,9.686470031738281
