mode,load,0_alexnet-4,1_squeezenet1_0-8,2_vgg13-2
mps-uncap,0.8,2.3962545394897456,5.481212139129642,4.008007049560544
mps-uncap,0.9,2.6612281799316406,5.301070213317871,3.790426254272462
mps-uncap,1.0,2.650928497314454,5.236778259277344,3.778696060180664
mps-uncap,0.5,2.6557636260986333,5.786232948303223,4.356193542480468
mps-uncap,0.6,2.6076579093933074,5.776529312133789,4.305510520935057
mps-uncap,0.7,2.6203298568725586,5.9123992919922035,4.4530653953552255
mps-uncap,0.1,2.2718667984008776,5.630831718444824,4.433119297027587
mps-uncap,0.2,2.350471019744874,5.117340087890625,4.114773273468019
mps-uncap,0.3,2.5083541870117196,5.376582145690879,4.298067092895508
mps-uncap,0.4,2.677159309387207,5.531864166259765,4.319596290588379
