mode,load,0_efficientnet_b6-2,1_efficientnet_b6-2
mig,0.1,13.468360900878906,11.418581008911133
mig,0.2,16.624236106872555,17.959475517272953
mig,0.3,27.405500411987315,31.061172485351562
mig,0.4,54.20968532562258,45.526957511901855
mig,0.5,102.8982162475586,121.68490886688232
mig,0.6,1419.2825794219973,1768.540620803833
mig,0.7,10236.711978912354,10071.556091308594
mig,0.8,15124.440288543701,14556.955099105837
mig,0.9,19436.969256401062,19830.992937088013
mig,1.0,22856.865644454956,22586.88957691193
