mode,load,0_efficientnet_b6-2,1_efficientnet_b6-2
mig,0.1,31.489801406860384,31.319618225097656
mig,0.2,33.88090133666992,35.23776531219483
mig,0.3,44.68164443969728,48.372745513916016
mig,0.4,71.63352966308595,63.0237340927124
mig,0.5,120.30868530273438,139.06049728393555
mig,0.6,1436.7023944854739,1786.1666679382324
mig,0.7,10254.05740737915,10089.053845405579
mig,0.8,15141.773414611816,14574.427175521852
mig,0.9,19454.42328453064,19848.620557785034
mig,1.0,22874.11904335022,22604.241204261783
