mode,load,0_efficientnet_b6-2,1_efficientnet_b6-2
mig,0.1,0.012636184692382812,0.012636184692382812
mig,0.2,0.009775161743164062,0.012636184692382812
mig,0.3,0.01239776611328125,0.012159347534179688
mig,0.4,0.010251998901367188,0.010728836059570312
mig,0.5,0.012636184692382812,0.012159347534179688
mig,0.6,0.012874603271484375,0.013113021850585938
mig,0.7,0.012874603271484375,0.013113021850585938
mig,0.8,0.025510787963867188,0.015735626220703125
mig,0.9,0.027894973754882812,0.019550323486328125
mig,1.0,0.015974044799804688,0.0247955322265625
