mode,load,0_efficientnet_b6-2,1_efficientnet_b6-2
mig,0.1,50.60714721679688,48.36812019348141
mig,0.2,51.20440959930411,60.27983665466307
mig,0.3,72.25730419158941,81.92062377929683
mig,0.4,131.487717628479,112.21666336059562
mig,0.5,231.97190761566156,218.49244832992554
mig,0.6,1587.0372939109802,1987.2694015502925
mig,0.7,11198.65746498108,10957.342603206636
mig,0.8,16577.045698165894,16309.431581497194
mig,0.9,21527.659316062927,21680.70044517517
mig,1.0,25231.755685806274,25012.473678588867
