mode,load,0_efficientnet_b6-2,1_efficientnet_b6-2
mig,0.1,17.452001571655273,17.540693283081055
mig,0.2,17.212390899658203,17.19045639038086
mig,0.3,17.07935333251953,17.175674438476562
mig,0.4,17.374038696289062,17.345905303955078
mig,0.5,17.285585403442383,17.244338989257812
mig,0.6,17.39788055419922,17.493486404418945
mig,0.7,17.672300338745117,17.750978469848633
mig,0.8,18.04661750793457,17.669677734375
mig,0.9,17.54593849182129,18.138647079467773
mig,1.0,17.406702041625977,17.659902572631836
