mode,load,0_efficientnet_b6-2,1_efficientnet_b6-2
mig,0.1,22.54438400268555,23.80228042602539
mig,0.2,19.741392135620117,19.702553749084473
mig,0.3,18.749380111694336,18.909931182861328
mig,0.4,18.118715286254883,18.17793846130371
mig,0.5,17.556095123291016,17.550349235534668
mig,0.6,17.55092144012451,17.556190490722656
mig,0.7,17.43149757385254,17.61023998260498
mig,0.8,17.344951629638672,17.487049102783203
mig,0.9,17.616748809814453,17.86017417907715
mig,1.0,17.32802391052246,17.42420196533203
