mode,load,0_efficientnet_b6-2,1_efficientnet_b6-2
mig,0.1,43.906211853027344,37.86444664001465
mig,0.2,55.75108528137207,75.67334175109863
mig,0.3,83.81175994873047,100.09288787841797
mig,0.4,145.28155326843262,143.01252365112305
mig,0.5,281.10456466674805,251.63602828979492
mig,0.6,1637.8746032714844,2040.0135517120361
mig,0.7,11247.821569442749,11078.780174255371
mig,0.8,16715.752601623535,16486.276865005493
mig,0.9,21779.661417007446,21936.755657196045
mig,1.0,25508.8951587677,25236.05442047119
