mode,load,0_efficientnet_b6-2,1_efficientnet_b6-2
mig,0.1,32.4244499206543,32.436370849609375
mig,0.2,30.806541442871094,30.503511428833008
mig,0.3,21.108150482177734,20.952463150024414
mig,0.4,21.64936065673828,21.346330642700195
mig,0.5,20.144224166870117,20.658254623413086
mig,0.6,22.331714630126953,20.323753356933594
mig,0.7,22.464752197265625,21.213769912719727
mig,0.8,20.19190788269043,21.457910537719727
mig,0.9,21.794795989990234,22.517681121826172
mig,1.0,22.403240203857422,22.374868392944336
