mode,load,0_alexnet-4,1_resnet18-16,2_vgg11-16
mps-uncap,0.8,2.056598663330078,6.053686141967773,14.238595962524414
mps-uncap,0.9,26.391983032226562,55.01675605773926,830.6424617767334
mps-uncap,1.0,785.1383686065674,2465.2339220046997,3483.737349510193
mps-uncap,0.5,0.026464462280273438,0.027418136596679688,0.028371810913085938
mps-uncap,0.6,0.02574920654296875,0.023603439331054688,2.3190975189208984
mps-uncap,0.7,0.06830692291259766,0.025033950805664062,5.411982536315918
mps-uncap,0.1,0.041484832763671875,0.04076957702636719,0.04029273986816406
mps-uncap,0.2,0.03981590270996094,0.04029273986816406,0.029087066650390625
mps-uncap,0.3,0.027418136596679688,0.028848648071289062,0.027894973754882812
mps-uncap,0.4,0.027179718017578125,0.0286102294921875,0.028371810913085938
