mode,load,0_alexnet-4,1_resnet18-16,2_vgg11-16
mps-uncap,0.8,5.451440811157227,10.762834548950197,8.636951446533203
mps-uncap,0.9,5.896759033203125,11.62576675415039,8.674812316894531
mps-uncap,1.0,5.931282043457031,11.693120002746582,8.5798978805542
mps-uncap,0.5,4.246616363525391,9.0085506439209,7.927131652832032
mps-uncap,0.6,4.6176910400390625,9.701681137084961,8.123016357421875
mps-uncap,0.7,5.210185050964357,9.611034393310549,8.353233337402344
mps-uncap,0.1,1.925969123840332,6.470918655395508,10.041260719299316
mps-uncap,0.2,2.8591156005859384,7.352685928344729,8.68189334869385
mps-uncap,0.3,3.405404090881349,7.706284523010254,8.322167396545412
mps-uncap,0.4,3.8942337036132817,8.028411865234377,8.321475982666017
