mode,load,0_alexnet-4,1_resnet18-16,2_vgg11-16
mps-uncap,0.8,0.7588863372802734,2.4552345275878906,5.975484848022461
mps-uncap,0.9,0.804901123046875,4.685163497924805,6.403923034667969
mps-uncap,1.0,0.8375644683837891,7.153034210205078,6.777524948120117
mps-uncap,0.5,0.7641315460205078,2.6209354400634766,5.83338737487793
mps-uncap,0.6,0.7503032684326172,2.60162353515625,5.848407745361328
mps-uncap,0.7,0.751495361328125,2.602100372314453,5.853414535522461
mps-uncap,0.1,1.0426044464111328,3.7102699279785156,5.954742431640625
mps-uncap,0.2,0.9975433349609375,3.4089088439941406,5.793571472167969
mps-uncap,0.3,0.8397102355957031,2.614736557006836,5.808115005493164
mps-uncap,0.4,0.7686614990234375,2.600431442260742,5.763053894042969
