mode,load,0_alexnet-4,1_resnet18-16,2_vgg11-16
mps-uncap,0.8,855.3701646874453,1313.9982983679781,1748.7368526428477
mps-uncap,0.9,988.7836441208177,1469.5118559649395,1975.4905879272808
mps-uncap,1.0,1035.918080638962,1526.031530715882,1971.5760810070803
mps-uncap,0.5,533.0296901259966,803.0798333967484,1076.7979650323198
mps-uncap,0.6,645.032893612547,987.215997576536,1306.8670961383393
mps-uncap,0.7,776.4525155862106,1117.526186042853,1522.3921432155287
mps-uncap,0.1,107.82283877141347,170.26158463726375,218.34914321766283
mps-uncap,0.2,219.65460622530702,320.18498588738953,413.08656894475155
mps-uncap,0.3,323.2685767914529,477.0267764905496,652.9285447162083
mps-uncap,0.4,432.76820016538716,648.2115953096868,851.7161720762911
