mode,load,0_alexnet-4,1_resnet18-16,2_vgg11-16
mps-uncap,0.8,6.52261734008789,12.191171646118162,9.795007705688468
mps-uncap,0.9,6.677427291870119,12.560787200927738,9.603500366210934
mps-uncap,1.0,6.483654975891113,12.510719299316406,9.280946254730225
mps-uncap,0.5,5.474073886871338,12.034778594970701,10.531258583068848
mps-uncap,0.6,5.8188796043396,11.977596282958983,10.440962314605702
mps-uncap,0.7,6.286907196044919,12.091155052185055,10.782766342163093
mps-uncap,0.1,5.094726085662841,13.012886047363255,11.918411254882812
mps-uncap,0.2,5.2786016464233265,11.110806465148919,10.877199172973633
mps-uncap,0.3,5.206196308135985,10.869932174682623,10.425345897674566
mps-uncap,0.4,5.695877075195312,11.336345672607422,10.459480285644531
