mode,load,0_mobilenet_v2-32,1_resnet50-16,2_squeezenet1_1-2
mps-uncap,0.8,19.57392692565918,18.6460018157959,1.063704490661621
mps-uncap,0.9,191.2710666656494,53.74455451965332,20.316600799560547
mps-uncap,1.0,2538.7542247772217,3642.160177230835,8.620381355285645
mps-uncap,0.5,0.0286102294921875,0.027894973754882812,0.025987625122070312
mps-uncap,0.6,2.941131591796875,1.3303756713867188,0.02384185791015625
mps-uncap,0.7,7.2737932205200195,6.869077682495117,0.024318695068359375
mps-uncap,0.1,0.041961669921875,0.04029273986816406,0.04124641418457031
mps-uncap,0.2,0.030040740966796875,0.030517578125,0.029325485229492188
mps-uncap,0.3,0.029325485229492188,0.02956390380859375,0.028371810913085938
mps-uncap,0.4,0.027894973754882812,0.027179718017578125,0.028133392333984375
