mode,load,0_mobilenet_v2-32,1_resnet50-16,2_squeezenet1_1-2
mps-uncap,0.8,16.0672664642334,19.20461654663086,8.433103561401367
mps-uncap,0.9,15.926837921142578,16.602516174316406,9.406328201293945
mps-uncap,1.0,15.794754028320312,17.249107360839844,8.774280548095703
mps-uncap,0.5,15.081405639648438,18.094778060913086,9.111642837524414
mps-uncap,0.6,16.038894653320312,18.728256225585938,8.513212203979492
mps-uncap,0.7,16.164064407348633,18.214702606201172,8.683919906616211
mps-uncap,0.1,17.96579360961914,19.67787742614746,9.60230827331543
mps-uncap,0.2,15.741825103759766,17.533302307128906,7.129430770874023
mps-uncap,0.3,16.373157501220703,18.964052200317383,9.666681289672852
mps-uncap,0.4,14.948129653930664,18.660306930541992,9.392499923706055
