mode,load,0_mobilenet_v2-32,1_resnet50-16,2_squeezenet1_1-2
mps-uncap,0.8,11.741399765014648,14.521598815917969,5.814671516418457
mps-uncap,0.9,11.890411376953125,13.207435607910156,7.713079452514648
mps-uncap,1.0,11.798667907714844,15.01002311706543,6.454825401306152
mps-uncap,0.5,11.610245704650877,13.98296356201172,4.983663558959961
mps-uncap,0.6,11.948275566101076,14.186453819274902,4.944324493408203
mps-uncap,0.7,11.921238899230955,14.362287521362305,5.4121732711792
mps-uncap,0.1,12.126731872558604,13.496112823486328,4.157114028930664
mps-uncap,0.2,12.029409408569336,13.660430908203125,4.173874855041504
mps-uncap,0.3,11.959505081176756,13.424444198608398,4.617190361022949
mps-uncap,0.4,12.064790725708008,13.726711273193361,4.792690277099609
