mode,load,0_mobilenet_v2-32,1_resnet50-16,2_squeezenet1_1-2
mps-uncap,0.8,150.30059814453057,129.19192314147966,17.313122749328635
mps-uncap,0.9,622.4451589584393,260.0474119186402,258.4879398345947
mps-uncap,1.0,5589.544219970703,7295.267062187195,56.50640726089477
mps-uncap,0.5,32.43712902069092,32.977089881896966,9.028904438018797
mps-uncap,0.6,55.61337232589721,54.402468204498355,9.382314682006836
mps-uncap,0.7,67.05706834793092,84.90991592407227,11.541504859924302
mps-uncap,0.1,9.762454032897947,12.31645107269287,3.599674701690672
mps-uncap,0.2,12.630319595336902,13.947677612304682,5.182611942291261
mps-uncap,0.3,16.72863006591795,18.160858154296836,6.573135852813699
mps-uncap,0.4,20.612115859985387,22.157964706420877,8.725404739379883
