mode,load,0_mobilenet_v2-32,1_resnet50-16,2_squeezenet1_1-2
mps-uncap,0.8,220.16048431396484,210.64257621765137,30.49468994140625
mps-uncap,0.9,734.0283393859863,298.9060878753662,331.2404155731201
mps-uncap,1.0,5648.584842681885,7394.364833831787,78.25660705566406
mps-uncap,0.5,64.35465812683105,49.05295372009277,19.7603702545166
mps-uncap,0.6,104.95615005493164,105.4086685180664,20.715951919555664
mps-uncap,0.7,99.86042976379395,125.0922679901123,19.97971534729004
mps-uncap,0.1,15.96975326538086,21.127939224243164,5.418539047241211
mps-uncap,0.2,20.100831985473633,21.220684051513672,10.031700134277344
mps-uncap,0.3,24.491548538208008,28.366565704345703,11.114358901977539
mps-uncap,0.4,34.027099609375,41.77546501159668,13.781070709228516
