mode,load,0_mobilenet_v2-32,1_resnet50-16,2_squeezenet1_1-2
mps-uncap,0.8,6.0405731201171875,6.986856460571289,1.6393661499023438
mps-uncap,0.9,6.250143051147461,7.049560546875,1.6655921936035156
mps-uncap,1.0,6.246089935302734,7.153987884521484,1.6834735870361328
mps-uncap,0.5,6.213903427124023,6.9675445556640625,1.6508102416992188
mps-uncap,0.6,6.223201751708984,6.935834884643555,1.653432846069336
mps-uncap,0.7,6.172895431518555,6.942033767700195,1.6582012176513672
mps-uncap,0.1,6.247997283935547,6.99925422668457,2.3620128631591797
mps-uncap,0.2,6.220102310180664,6.968021392822266,2.0227432250976562
mps-uncap,0.3,6.21485710144043,6.973505020141602,1.7507076263427734
mps-uncap,0.4,6.213188171386719,6.958484649658203,1.6810894012451172
