mode,load,0_mobilenet_v2-32,1_resnet50-16,2_squeezenet1_1-2
mps-uncap,0.8,231.47177696228027,223.63710403442383,33.57291221618652
mps-uncap,0.9,745.6352710723877,311.1710548400879,335.9861373901367
mps-uncap,1.0,5659.185409545898,7407.728433609009,81.27450942993164
mps-uncap,0.5,72.91436195373535,60.69540977478027,25.619983673095703
mps-uncap,0.6,116.67156219482422,117.79117584228516,24.136066436767578
mps-uncap,0.7,110.72683334350586,136.5957260131836,23.169755935668945
mps-uncap,0.1,26.027202606201172,32.007694244384766,9.632587432861328
mps-uncap,0.2,27.831077575683594,32.413482666015625,13.744354248046875
mps-uncap,0.3,35.15434265136719,38.31982612609863,14.994144439697266
mps-uncap,0.4,43.59006881713867,48.818349838256836,17.64988899230957
