mode,load,0_mobilenet_v2-32,1_resnet50-16,2_squeezenet1_1-2
mps-uncap,0.8,6.107091903686523,6.999492645263672,1.6527175903320312
mps-uncap,0.9,6.277799606323242,7.182121276855469,1.6982555389404297
mps-uncap,1.0,6.266117095947266,7.171392440795898,1.7192363739013672
mps-uncap,0.5,6.239175796508789,6.992340087890625,1.6744136810302734
mps-uncap,0.6,6.244659423828125,6.960868835449219,1.6808509826660156
mps-uncap,0.7,6.198644638061523,6.979703903198242,1.6772747039794922
mps-uncap,0.1,6.262302398681641,7.015466690063477,2.3779869079589844
mps-uncap,0.2,6.270647048950195,7.045269012451172,2.038240432739258
mps-uncap,0.3,6.232261657714844,6.998300552368164,1.7659664154052734
mps-uncap,0.4,6.232738494873047,6.979942321777344,1.707315444946289
