mode,load,0_mobilenet_v2-32,1_resnet50-16,2_squeezenet1_1-2
mps-uncap,0.8,88.60242366790771,87.22877502441406,11.479377746582031
mps-uncap,0.9,473.18549156188965,210.05332469940186,121.83451652526855
mps-uncap,1.0,5205.35135269165,6379.118704795837,35.16948223114014
mps-uncap,0.5,21.432876586914062,24.007272720336918,7.361745834350586
mps-uncap,0.6,31.09259605407715,31.26626014709473,7.302236557006837
mps-uncap,0.7,43.4077501296997,51.086282730102546,8.585929870605469
mps-uncap,0.1,14.382743835449219,15.001821517944336,4.560613632202147
mps-uncap,0.2,15.636205673217773,16.70694351196289,5.993008613586426
mps-uncap,0.3,16.77999496459961,18.992137908935547,6.732749938964845
mps-uncap,0.4,19.142436981201172,20.595455169677734,7.163763046264648
