mode,load,0_inception_v3-2,1_squeezenet1_0-32,2_vgg16-32
mps-uncap,0.8,51.56688690185549,29.309892654418938,29.30479049682617
mps-uncap,0.9,45.60262918472289,27.50202178955078,27.58115291595459
mps-uncap,1.0,44.895815849304206,27.5696873664856,27.681660652160645
mps-uncap,0.5,46.76607131958015,28.850603103637695,28.826503753662113
mps-uncap,0.6,45.29529571533202,28.909292221069336,28.862037658691406
mps-uncap,0.7,57.962236404418924,29.849820137023926,30.02640724182129
mps-uncap,0.1,29.132027626037598,32.78756141662598,32.902765274047866
mps-uncap,0.2,32.770242691040046,28.191752433776855,28.09164047241211
mps-uncap,0.3,37.839961051940904,28.404200077056885,28.48076820373535
mps-uncap,0.4,46.25191211700444,28.303871154785163,28.476254940032955
