mode,load,0_inception_v3-2,1_squeezenet1_0-32,2_vgg16-32
mps-uncap,0.8,8.573055267333984,6.239652633666992,19.275188446044922
mps-uncap,0.9,9.111166000366211,6.523609161376953,19.374847412109375
mps-uncap,1.0,8.825063705444336,6.560564041137695,19.311189651489258
mps-uncap,0.5,8.518218994140625,6.20269775390625,19.033193588256836
mps-uncap,0.6,8.516311645507812,6.220340728759766,19.05536651611328
mps-uncap,0.7,8.489131927490234,6.247520446777344,18.971920013427734
mps-uncap,0.1,8.817195892333984,6.236791610717773,18.84603500366211
mps-uncap,0.2,8.75401496887207,6.209373474121094,18.853187561035156
mps-uncap,0.3,8.536100387573242,6.2255859375,18.871307373046875
mps-uncap,0.4,8.532524108886719,6.229400634765625,18.88108253479004
