mode,load,0_inception_v3-2,1_squeezenet1_0-32,2_vgg16-32
mps-uncap,0.8,0.024080276489257812,35.56990623474121,88.78779411315918
mps-uncap,0.9,14.399886131286621,1175.0141382217407,513.7676000595093
mps-uncap,1.0,24.915337562561035,3878.56924533844,2545.73655128479
mps-uncap,0.5,0.02586841583251953,0.0247955322265625,0.07712841033935547
mps-uncap,0.6,0.0247955322265625,0.026941299438476562,8.791446685791016
mps-uncap,0.7,0.026226043701171875,1.675724983215332,19.524812698364258
mps-uncap,0.1,0.042438507080078125,0.04124641418457031,0.04124641418457031
mps-uncap,0.2,0.04315376281738281,0.04029273986816406,0.034809112548828125
mps-uncap,0.3,0.03719329833984375,0.029206275939941406,0.030279159545898438
mps-uncap,0.4,0.030040740966796875,0.025987625122070312,0.029325485229492188
