mode,load,0_inception_v3-2,1_squeezenet1_0-32,2_vgg16-32
mps-uncap,0.8,72.77870178222656,194.58842277526855,299.117374420166
mps-uncap,0.9,101.13983154296874,2110.382390022278,946.8034744262695
mps-uncap,1.0,138.90886306762695,6906.223940849304,4737.136125564575
mps-uncap,0.5,36.02049350738526,29.52327728271484,58.43434333801272
mps-uncap,0.6,42.30070114135743,49.31273460388183,72.79887199401857
mps-uncap,0.7,79.02956008911133,70.00460624694826,109.07273292541504
mps-uncap,0.1,23.584890365600586,12.184858322143555,30.318737030029297
mps-uncap,0.2,28.847312927246097,19.56708431243897,34.74621772766113
mps-uncap,0.3,27.640461921691895,25.807785987854018,39.37125205993652
mps-uncap,0.4,33.76145362854004,26.863908767700195,44.547128677368164
