mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32,2_mobilenet_v3_small-32,3_mobilenet_v3_small-32
mig,0.1,5.815982818603516,5.8841705322265625,5.912303924560547,10.876178741455078
mig,0.2,5.8193206787109375,5.889654159545898,5.903482437133789,10.863065719604492
mig,0.3,5.813121795654297,5.893230438232422,5.903482437133789,10.868072509765625
mig,0.4,5.810737609863281,5.883216857910156,5.906105041503906,10.873794555664062
mig,0.5,5.812883377075195,5.886554718017578,5.901098251342773,10.86115837097168
mig,0.6,5.811214447021484,5.88679313659668,5.899906158447266,10.866403579711914
mig,0.7,5.815029144287109,5.893707275390625,5.896329879760742,10.866403579711914
mig,0.8,5.816221237182617,5.888938903808594,5.897045135498047,10.866880416870117
mig,0.9,5.819559097290039,5.886316299438477,5.899906158447266,10.867595672607422
mig,1.0,5.828380584716797,5.893707275390625,5.909442901611328,10.889053344726562
